user,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
31472,X1029858,X1013900,X1000972,X1027626,X1029872,X1044111,X1044131,X1028786,X1080671,X1044168,X1029822,X1013821,X1038202,X1036135,X1044112,X1010182,X1029897,X1029847,X1029843,X1045283,X1029845,X1036140,X1036149,X1045289,X1045288,X1036148,X1045291,X1045290,X1029855,X1029853,X1056514,X1029852,X1071723,X1036136,X1072835,X1045263,X1036122,X1029826,X1038263,X1029829,X1029828,X1038261,X1038267,X1056547,X1045269,X1083416,X1036128,X1045267,X1056545,X1029834,X1029833,X1045271,X1029832,X1038253,X1038255,X1000978,X1000976,X1027628,X1000975,X1036180,X1027620,X1029887,X1036182,X1000973,X1000971,X1029889,X1029882,X1044110,X1056564,X1045249,X1000987,X1027639,X1006005,X1057680,X1027634,X1045252,X1027635,X1027636,X1036173,X1000984,X1044121,X1044120,X1044125,X1072895,X1027630,X1006004,X1006003,X1044128,X1006002,X1006016,X1006019,X1000999,X1000997,X1036160,X1000995,X1029867,X1036164,X1036165,X1000990,X1036166
24748,X1057643,X1006025,X1045210,X1045263,X1036180,X1011671,X1044110,X1013840,X1010143,X1013902,X1013817,X1013830,X1011623,X1045271,X1071759,X1044143,X1044138,X1027610,X1006028,X1044166,X1011679,X1011718,X1050540,X1038203,X1013901,X1006027,X1029879,X1038211,X1011732,X1011694,X1036165,X1006012,X1044103,X1028783,X1028771,X1072835,X1011668,X1000973,X1011696,X1027630,X1029826,X1044165,X1006005,X1038294,X1013800,X1045211,X1011734,X1028724,X1036149,X1056545,X1006015,X1044104,X1029832,X1038263,X1036193,X1006020,X1011706,X1027628,X1028727,X1072895,X1029855,X1028712,X1044139,X1000987,X1036148,X1044164,X1029887,X1050537,X1028765,X1038245,X1027617,X1027613,X1011733,X1011731,X1083416,X1014971,X1029882,X1044109,X1029860,X1013835,X1056570,X1100545,X1038220,X1045222,X1011735,X1027636,X1045249,X1027639,X1036122,X1100573,X1028794,X1000975,X1028720,X1038224,X1011701,X1011667,X1000999,X1010158,X1029845,X1029853
31473,X1028717,X1038247,X1000976,X1011628,X1011664,X1080672,X1028776,X1050542,X1045220,X1011622,X1036122,X1011665,X1100589,X1038261,X1010176,X1011735,X1056570,X1028729,X1036164,X1036193,X1000995,X1029845,X1006003,X1050544,X1036140,X1010132,X1006016,X1028710,X1011718,X1045252,X1044178,X1027628,X1036196,X1029889,X1038203,X1044102,X1013915,X1057680,X1038296,X1100558,X1010169,X1045283,X1011696,X1072895,X1050549,X1044110,X1028782,X1013801,X1045267,X1050557,X1044183,X1013802,X1006015,X1056572,X1028705,X1038228,X1013806,X1027613,X1029852,X1029847,X1044165,X1036150,X1100565,X1011624,X1036154,X1044159,X1000975,X1028765,X1038200,X1080622,X1100573,X1050561,X1038253,X1044121,X1071759,X1006005,X1000978,X1028716,X1028712,X1029879,X1038263,X1013827,X1029843,X1045222,X1010174,X1036182,X1100578,X1044136,X1011671,X1011687,X1045269,X1011733,X1010158,X1029832,X1006014,X1027620,X1044139,X1029855,X1038294,X1010156
24749,X1027639,X1027613,X1006015,X1045210,X1010158,X1029834,X1029879,X1038224,X1006028,X1036140,X1056572,X1038253,X1011665,X1044104,X1084925,X1029829,X1028717,X1038294,X1045263,X1044103,X1011735,X1050565,X1013902,X1011718,X1027635,X1011696,X1029860,X1071723,X1044102,X1050537,X1000971,X1011625,X1044179,X1028784,X1028794,X1044178,X1006020,X1045200,X1044110,X1028788,X1013818,X1006027,X1011687,X1038261,X1000984,X1036122,X1011733,X1028708,X1038247,X1010132,X1028764,X1057639,X1006005,X1006003,X1056514,X1036150,X1038207,X1010147,X1006025,X1044171,X1006002,X1028783,X1045249,X1100591,X1029826,X1038220,X1028724,X1036180,X1044182,X1044134,X1013812,X1036128,X1027610,X1000973,X1045288,X1038209,X1013825,X1013805,X1028782,X1000999,X1029897,X1027617,X1036157,X1013828,X1011623,X1011679,X1044138,X1013904,X1013817,X1011664,X1038236,X1013901,X1013802,X1010178,X1044121,X1038211,X1011703,X1044112,X1038228,X1036173
31474,X1029867,X1006004,X1000990,X1044163,X1045290,X1044134,X1044125,X1036135,X1045200,X1100562,X1011703,X1038209,X1013825,X1044162,X1038202,X1013904,X1038207,X1006002,X1027634,X1036173,X1013821,X1045283,X1028726,X1010147,X1071723,X1029847,X1029843,X1029845,X1036140,X1036149,X1045289,X1045288,X1036148,X1045291,X1029858,X1029855,X1029853,X1056514,X1029852,X1036136,X1072835,X1045262,X1045263,X1029822,X1036122,X1029826,X1038263,X1029829,X1029828,X1038261,X1038267,X1056547,X1045269,X1083416,X1036128,X1045267,X1056545,X1029834,X1045271,X1029832,X1038253,X1038255,X1000978,X1000976,X1027628,X1000975,X1036180,X1027620,X1027626,X1029887,X1036182,X1000973,X1000972,X1000971,X1029889,X1044111,X1029882,X1044110,X1056564,X1045249,X1000987,X1027639,X1006005,X1057680,X1045252,X1027635,X1027636,X1029897,X1000984,X1044121,X1044120,X1072895,X1027630,X1006003,X1044128,X1006016,X1006019,X1000999,X1000997,X1036160
31470,X1006029,X1010147,X1029867,X1071723,X1036157,X1045224,X1011660,X1044134,X1050565,X1044179,X1100562,X1013812,X1044128,X1027634,X1028726,X1006004,X1044171,X1044162,X1011703,X1044121,X1006002,X1045200,X1029834,X1011625,X1044139,X1028708,X1036135,X1013822,X1045290,X1011687,X1010182,X1028788,X1028794,X1013904,X1038202,X1013806,X1027639,X1038200,X1000975,X1027613,X1013821,X1036150,X1056572,X1028729,X1045283,X1006003,X1036140,X1014972,X1036180,X1036173,X1028784,X1044136,X1038294,X1044112,X1029878,X1038224,X1045252,X1087860,X1036122,X1044183,X1010158,X1072895,X1100576,X1038253,X1011696,X1011665,X1036128,X1028717,X1010178,X1044102,X1006020,X1044111,X1010174,X1044100,X1028774,X1044138,X1011724,X1044178,X1050549,X1038207,X1036182,X1029872,X1050542,X1084925,X1010143,X1050557,X1029847,X1029843,X1029845,X1036149,X1045289,X1045288,X1036148,X1045291,X1029858,X1029855,X1029853,X1056514,X1029852,X1036136
31448,X1027635,X1038236,X1050540,X1036165,X1027610,X1045291,X1029826,X1006025,X1013828,X1028727,X1000999,X1029882,X1038211,X1011706,X1013901,X1045211,X1056545,X1029879,X1000971,X1044143,X1011734,X1045263,X1028771,X1029887,X1038245,X1050561,X1013902,X1011625,X1013817,X1006012,X1000973,X1036180,X1045271,X1011671,X1044183,X1006028,X1006027,X1006020,X1029853,X1013830,X1072895,X1013800,X1011700,X1038207,X1044103,X1044139,X1011701,X1029832,X1028772,X1071759,X1011733,X1038261,X1029855,X1028795,X1011724,X1029860,X1072835,X1044165,X1013805,X1038247,X1080622,X1044120,X1010162,X1028729,X1011668,X1010174,X1056572,X1100565,X1027636,X1036122,X1028794,X1038294,X1027617,X1028724,X1000984,X1045249,X1011696,X1010176,X1038253,X1011628,X1044138,X1011667,X1010158,X1000997,X1036149,X1038203,X1011623,X1013802,X1038220,X1056570,X1044102,X1011728,X1013840,X1100575,X1038255,X1006015,X1028712,X1028764,X1050541,X1044164
22499,X1027610,X1013828,X1071759,X1006027,X1006025,X1013901,X1000973,X1028764,X1036149,X1006020,X1036180,X1028795,X1006028,X1044138,X1044139,X1044171,X1038247,X1028794,X1011696,X1010158,X1038253,X1072895,X1010181,X1011660,X1036166,X1044128,X1013824,X1038261,X1011706,X1011628,X1013812,X1011722,X1056570,X1044110,X1013805,X1013822,X1006005,X1036154,X1011623,X1100573,X1044104,X1027628,X1013830,X1036193,X1087860,X1044102,X1006015,X1057639,X1036165,X1029855,X1056514,X1029887,X1057643,X1028710,X1044103,X1011671,X1011701,X1013915,X1050549,X1029832,X1028783,X1050557,X1028786,X1011733,X1011624,X1038296,X1028726,X1045267,X1029829,X1072835,X1044165,X1028765,X1038202,X1080622,X1044168,X1010162,X1011668,X1044111,X1100565,X1084925,X1029882,X1027636,X1000999,X1000978,X1029897,X1027639,X1080671,X1036122,X1029878,X1000975,X1038294,X1027617,X1028724,X1011665,X1044179,X1045249,X1010176,X1011729,X1045222,X1044159
31449,X1000987,X1013915,X1036193,X1050557,X1013801,X1011668,X1045289,X1011624,X1028765,X1000997,X1000984,X1038220,X1027630,X1028783,X1028772,X1100573,X1011728,X1011718,X1044164,X1056564,X1044183,X1050549,X1028710,X1013840,X1027636,X1011733,X1072835,X1045267,X1013823,X1010139,X1027613,X1029832,X1011731,X1045269,X1084990,X1000975,X1057643,X1029847,X1029843,X1045283,X1029845,X1036140,X1036149,X1045288,X1036148,X1045291,X1029858,X1045290,X1029855,X1029853,X1056514,X1029852,X1071723,X1036136,X1036135,X1045262,X1045263,X1029822,X1036122,X1029826,X1038263,X1029829,X1029828,X1038261,X1038267,X1056547,X1083416,X1036128,X1056545,X1029834,X1029833,X1045271,X1038253,X1038255,X1000978,X1000976,X1027628,X1036180,X1027620,X1027626,X1029887,X1036182,X1000973,X1000972,X1000971,X1029889,X1044112,X1044111,X1029882,X1045249,X1027639,X1006005,X1057680,X1027634,X1045252,X1027635,X1036173,X1029897,X1044121,X1044120
31446,X1045210,X1028771,X1011732,X1000971,X1044166,X1045263,X1028727,X1028783,X1050540,X1083416,X1056545,X1044143,X1029826,X1011660,X1011671,X1000987,X1045291,X1029843,X1044120,X1014971,X1036154,X1036140,X1029828,X1045283,X1044109,X1044183,X1044178,X1010146,X1010182,X1010143,X1010178,X1050549,X1044159,X1000999,X1036165,X1045289,X1050561,X1028712,X1011623,X1044103,X1011624,X1006002,X1029834,X1027613,X1006015,X1029879,X1100591,X1006020,X1044171,X1050557,X1071723,X1011667,X1044110,X1100545,X1056570,X1011696,X1045200,X1036150,X1044134,X1028772,X1006025,X1028794,X1029860,X1038224,X1045288,X1036157,X1028708,X1028720,X1013904,X1044139,X1011687,X1011735,X1013812,X1028788,X1011664,X1010158,X1028724,X1011665,X1029829,X1028717,X1028716,X1038200,X1100565,X1006003,X1044179,X1027628,X1010132,X1029832,X1044104,X1013840,X1010174,X1036182,X1006019,X1036136,X1038263,X1038207,X1011694,X1027639,X1056514,X1038228
31447,X1045211,X1083416,X1029882,X1056545,X1013800,X1011732,X1000971,X1038236,X1050561,X1010143,X1028716,X1011671,X1100565,X1011701,X1011626,X1045210,X1013835,X1072835,X1044143,X1029826,X1011628,X1057643,X1044110,X1029855,X1044165,X1011731,X1011734,X1013805,X1036160,X1006027,X1013803,X1027617,X1011668,X1013830,X1010156,X1027635,X1038220,X1011700,X1010162,X1006025,X1028724,X1013840,X1045249,X1011663,X1050537,X1011687,X1000984,X1045288,X1038203,X1006028,X1027628,X1000999,X1045263,X1028772,X1011667,X1029843,X1038211,X1028765,X1044159,X1045271,X1100575,X1045291,X1011625,X1011724,X1050540,X1057680,X1044103,X1029847,X1045283,X1029845,X1036140,X1036149,X1045289,X1036148,X1029858,X1045290,X1029853,X1056514,X1029852,X1071723,X1036136,X1036135,X1045262,X1029822,X1036122,X1038263,X1029829,X1029828,X1038261,X1038267,X1056547,X1045269,X1036128,X1045267,X1029834,X1029833,X1029832,X1038253,X1038255,X1000978
24712,X1006025,X1013902,X1038203,X1044102,X1011628,X1013828,X1027610,X1006015,X1038224,X1072895,X1006020,X1006027,X1036148,X1010158,X1036149,X1087860,X1029860,X1028772,X1036165,X1071759,X1000973,X1036122,X1013812,X1036180,X1045271,X1028794,X1038247,X1029878,X1044111,X1045249,X1038211,X1038294,X1013805,X1011665,X1029879,X1013901,X1044104,X1084925,X1013830,X1011679,X1100562,X1038297,X1056514,X1013821,X1100573,X1050565,X1044171,X1011625,X1038245,X1006012,X1011722,X1010181,X1011729,X1044179,X1029826,X1029829,X1028765,X1027634,X1011735,X1057639,X1011687,X1029897,X1038209,X1000972,X1071723,X1013825,X1100575,X1028788,X1044110,X1036182,X1011696,X1045283,X1044138,X1011667,X1050541,X1072835,X1044183,X1038220,X1013824,X1038202,X1013802,X1010162,X1044178,X1029834,X1013900,X1029845,X1013840,X1011700,X1038228,X1044128,X1100576,X1038207,X1044121,X1011718,X1006014,X1044112,X1028764,X1014977,X1010147,X1011701
22495,X1038220,X1011628,X1000976,X1038247,X1011668,X1011701,X1027617,X1100575,X1038261,X1050542,X1011718,X1029832,X1100545,X1013840,X1028717,X1028724,X1036164,X1006028,X1011735,X1006003,X1056570,X1010176,X1029845,X1044165,X1011623,X1028765,X1044110,X1044164,X1100589,X1011664,X1013805,X1100573,X1038203,X1028729,X1010132,X1011694,X1100565,X1045252,X1044182,X1027628,X1011665,X1080622,X1045283,X1000984,X1000975,X1027636,X1011696,X1011731,X1072895,X1045288,X1044183,X1013802,X1006015,X1029853,X1056572,X1028716,X1011728,X1038228,X1028782,X1036140,X1036193,X1027613,X1036150,X1036182,X1011622,X1044102,X1044159,X1028710,X1050561,X1038253,X1011663,X1044121,X1057680,X1071759,X1013901,X1028712,X1029879,X1029843,X1038296,X1010174,X1044136,X1045289,X1011671,X1000997,X1011687,X1010158,X1011724,X1029855,X1036122,X1038294,X1010156,X1038211,X1084990,X1050541,X1010146,X1029829,X1045271,X1044178,X1000987,X1038200
24713,X1044103,X1071723,X1010143,X1029878,X1100545,X1036157,X1028788,X1013902,X1011628,X1011733,X1045200,X1029832,X1011623,X1013824,X1038247,X1011687,X1038263,X1013835,X1013830,X1027617,X1010162,X1044134,X1044102,X1036180,X1028724,X1038261,X1013840,X1011668,X1100575,X1010158,X1013812,X1100562,X1000984,X1011718,X1028765,X1038253,X1087860,X1013805,X1028786,X1038202,X1038203,X1044139,X1044168,X1000973,X1006002,X1013803,X1080671,X1027635,X1028727,X1038220,X1011701,X1006025,X1011625,X1013821,X1044143,X1044138,X1044164,X1013822,X1084990,X1045211,X1029845,X1010147,X1036122,X1006029,X1038209,X1045263,X1011703,X1013825,X1029867,X1029847,X1029843,X1045283,X1036140,X1036149,X1045289,X1045288,X1036148,X1045291,X1029858,X1045290,X1029855,X1029853,X1056514,X1029852,X1036136,X1036135,X1045262,X1029822,X1029826,X1029829,X1029828,X1038267,X1056547,X1045269,X1083416,X1036128,X1045267,X1056545,X1029834,X1045271
22496,X1011696,X1036149,X1036166,X1013817,X1038224,X1006012,X1038203,X1056514,X1072895,X1029829,X1044138,X1011679,X1013901,X1044136,X1038261,X1000973,X1027610,X1011687,X1011665,X1036180,X1006028,X1029879,X1036140,X1011733,X1044139,X1038294,X1028717,X1050541,X1038245,X1011660,X1045283,X1013900,X1028794,X1045249,X1029847,X1027628,X1006019,X1006015,X1056572,X1010132,X1044178,X1006025,X1038211,X1028788,X1056570,X1029878,X1028712,X1038228,X1072835,X1045288,X1044104,X1044183,X1011671,X1038296,X1013902,X1050565,X1045262,X1027617,X1006027,X1010178,X1036122,X1013840,X1100576,X1029872,X1057680,X1006020,X1028782,X1027613,X1006002,X1100565,X1029834,X1013803,X1028716,X1013805,X1013824,X1044110,X1100591,X1010156,X1071723,X1038220,X1028784,X1044182,X1045200,X1044134,X1044128,X1038255,X1044168,X1029853,X1013821,X1011735,X1010182,X1084925,X1071759,X1044165,X1080671,X1036157,X1013822,X1028708,X1000975,X1006016
24710,X1028710,X1056564,X1013801,X1029889,X1045267,X1010156,X1029828,X1050557,X1010169,X1038267,X1036154,X1084990,X1045269,X1045222,X1027620,X1013915,X1029852,X1080622,X1036196,X1000997,X1014972,X1036193,X1044166,X1028783,X1027630,X1056570,X1028772,X1029832,X1045252,X1036136,X1011735,X1013842,X1011728,X1010167,X1011626,X1100558,X1050537,X1036165,X1057643,X1011668,X1038236,X1038296,X1028765,X1028705,X1011710,X1013818,X1000984,X1044109,X1027635,X1100565,X1056547,X1100589,X1044143,X1044121,X1038263,X1013840,X1013835,X1000987,X1100578,X1045263,X1011733,X1072835,X1011734,X1038200,X1083416,X1050541,X1011622,X1044164,X1056545,X1028776,X1011731,X1036182,X1029847,X1029843,X1045283,X1029845,X1036140,X1036149,X1045288,X1036148,X1045291,X1029858,X1045290,X1029855,X1029853,X1056514,X1071723,X1036135,X1045262,X1029822,X1036122,X1029826,X1029829,X1038261,X1036128,X1029834,X1029833,X1045271,X1038253,X1038255
22497,X1050537,X1011731,X1045210,X1011623,X1029832,X1010176,X1027635,X1044165,X1013818,X1036165,X1028724,X1038228,X1028716,X1080622,X1000999,X1011733,X1011701,X1072835,X1100575,X1044110,X1011668,X1013830,X1011718,X1050561,X1000997,X1038263,X1045249,X1100545,X1100565,X1011728,X1006014,X1050541,X1010156,X1013840,X1028765,X1084990,X1045288,X1083416,X1013805,X1038247,X1010139,X1028705,X1038261,X1011671,X1038296,X1011710,X1011706,X1029855,X1044109,X1014971,X1013800,X1027620,X1056545,X1100573,X1027617,X1010169,X1000975,X1044183,X1000984,X1036196,X1056547,X1038203,X1011734,X1045263,X1011628,X1036182,X1011694,X1029845,X1044159,X1013827,X1013842,X1000995,X1056570,X1038267,X1028784,X1038255,X1038211,X1027613,X1000971,X1038200,X1036160,X1010167,X1011700,X1011724,X1036140,X1000987,X1028771,X1011732,X1036193,X1044182,X1027639,X1028712,X1010143,X1010146,X1044166,X1029847,X1029843,X1045283,X1036149,X1045289
24711,X1100576,X1028717,X1036150,X1036173,X1036182,X1011664,X1000976,X1029843,X1045220,X1029834,X1045252,X1028708,X1038220,X1038203,X1036164,X1045249,X1011665,X1006003,X1038261,X1072895,X1000975,X1011735,X1050537,X1028716,X1045288,X1050549,X1011700,X1029853,X1044120,X1011703,X1044134,X1044182,X1006002,X1027628,X1044102,X1013803,X1038296,X1100591,X1011696,X1071723,X1011628,X1013802,X1036193,X1036122,X1038253,X1011687,X1056570,X1038247,X1013806,X1006015,X1038255,X1044139,X1010158,X1010132,X1029845,X1044179,X1045222,X1044178,X1027613,X1038200,X1011624,X1011724,X1029833,X1011622,X1044143,X1036154,X1044110,X1028710,X1045289,X1013801,X1100558,X1044162,X1014972,X1045291,X1011660,X1100573,X1010182,X1071759,X1050561,X1036157,X1029879,X1028782,X1036160,X1080672,X1013904,X1044136,X1011671,X1028788,X1044183,X1011733,X1036135,X1044159,X1038236,X1029855,X1038294,X1010178,X1029882,X1050565,X1013915,X1044112
22498,X1057639,X1011731,X1029829,X1084925,X1036149,X1013805,X1071759,X1050541,X1011660,X1011671,X1044103,X1038220,X1029826,X1011701,X1036160,X1013835,X1044128,X1029882,X1072835,X1000984,X1013812,X1006025,X1036128,X1044171,X1010158,X1000973,X1029878,X1087860,X1013822,X1011628,X1011718,X1006019,X1044136,X1011706,X1029855,X1028771,X1027628,X1036148,X1029887,X1038297,X1044165,X1027610,X1038228,X1057643,X1000999,X1006020,X1028727,X1028764,X1013803,X1027617,X1011668,X1028726,X1013830,X1010181,X1011732,X1072895,X1006012,X1038211,X1038202,X1010162,X1038296,X1011696,X1044111,X1014971,X1000971,X1028724,X1044164,X1038294,X1013840,X1045249,X1011663,X1011687,X1080671,X1011665,X1038203,X1044179,X1006028,X1036122,X1011625,X1011729,X1045291,X1038236,X1050565,X1100565,X1038261,X1028772,X1011667,X1038224,X1044159,X1029879,X1100573,X1028716,X1013902,X1028765,X1028794,X1006014,X1011679,X1045271,X1013818,X1100575
31440,X1044159,X1029843,X1010146,X1036164,X1056545,X1013802,X1028710,X1045220,X1029847,X1045283,X1029845,X1036140,X1036149,X1045289,X1045288,X1036148,X1045291,X1029858,X1045290,X1029855,X1029853,X1056514,X1029852,X1071723,X1036136,X1036135,X1072835,X1045262,X1045263,X1029822,X1036122,X1029826,X1038263,X1029829,X1029828,X1038261,X1038267,X1056547,X1045269,X1083416,X1036128,X1045267,X1029834,X1029833,X1045271,X1029832,X1038253,X1038255,X1000978,X1000976,X1027628,X1000975,X1036180,X1027620,X1027626,X1029887,X1036182,X1000973,X1000972,X1000971,X1029889,X1044112,X1044111,X1029882,X1044110,X1056564,X1045249,X1000987,X1027639,X1006005,X1057680,X1027634,X1045252,X1027635,X1027636,X1036173,X1029897,X1000984,X1044121,X1044120,X1044125,X1072895,X1027630,X1006004,X1006003,X1044128,X1006002,X1006016,X1006019,X1000999,X1000997,X1036160,X1000995,X1029867,X1036165,X1000990,X1036166,X1045224,X1029860,X1045222
24716,X1011622,X1028774,X1000976,X1029845,X1028776,X1010176,X1000995,X1100576,X1028717,X1100575,X1038200,X1100589,X1045210,X1011668,X1011701,X1038220,X1036164,X1011733,X1011694,X1100558,X1013818,X1011706,X1013830,X1013800,X1044121,X1045249,X1028729,X1100573,X1013802,X1027635,X1029843,X1072835,X1011734,X1045263,X1011667,X1011735,X1011626,X1011664,X1050542,X1045220,X1045283,X1038263,X1044109,X1100565,X1038255,X1000971,X1013835,X1029855,X1028771,X1028716,X1013915,X1011732,X1036193,X1010143,X1057643,X1036150,X1029847,X1036140,X1036149,X1045289,X1045288,X1036148,X1045291,X1029858,X1045290,X1029853,X1056514,X1029852,X1071723,X1036136,X1036135,X1045262,X1029822,X1036122,X1029826,X1029829,X1029828,X1038261,X1038267,X1056547,X1045269,X1083416,X1036128,X1045267,X1056545,X1029834,X1029833,X1045271,X1029832,X1038253,X1000978,X1027628,X1000975,X1036180,X1027620,X1027626,X1029887,X1036182,X1000973,X1000972
31441,X1006019,X1038294,X1038297,X1011665,X1006025,X1036148,X1036128,X1036166,X1050541,X1044136,X1013828,X1010132,X1027610,X1028782,X1029847,X1029843,X1045283,X1029845,X1036140,X1045289,X1045288,X1045291,X1029858,X1045290,X1029855,X1029853,X1029852,X1071723,X1036136,X1036135,X1072835,X1045262,X1045263,X1029822,X1036122,X1029826,X1038263,X1029828,X1038261,X1038267,X1056547,X1045269,X1083416,X1045267,X1056545,X1029834,X1029833,X1045271,X1029832,X1038253,X1038255,X1000978,X1000976,X1027628,X1000975,X1036180,X1027620,X1027626,X1029887,X1036182,X1000973,X1000972,X1000971,X1029889,X1044112,X1044111,X1029882,X1044110,X1056564,X1045249,X1000987,X1027639,X1006005,X1057680,X1027634,X1045252,X1027635,X1027636,X1036173,X1029897,X1000984,X1044121,X1044120,X1044125,X1072895,X1027630,X1006004,X1006003,X1044128,X1006002,X1006016,X1000999,X1000997,X1036160,X1000995,X1029867,X1036164,X1036165,X1000990,X1045224
24717,X1011701,X1038255,X1029832,X1011733,X1011628,X1028724,X1100575,X1027636,X1080622,X1100578,X1013803,X1011668,X1010162,X1084990,X1100565,X1036196,X1011663,X1029852,X1013842,X1044164,X1044165,X1010176,X1014977,X1050549,X1028705,X1000976,X1013823,X1011623,X1028776,X1080672,X1038261,X1011718,X1056564,X1045249,X1038203,X1100589,X1013840,X1056570,X1038220,X1000987,X1010178,X1028782,X1010132,X1038200,X1038228,X1045220,X1000999,X1045267,X1044162,X1036154,X1010174,X1036135,X1050557,X1028717,X1011731,X1050544,X1045252,X1006020,X1050542,X1028708,X1044171,X1010167,X1010139,X1044102,X1028784,X1000975,X1038267,X1011729,X1036150,X1029828,X1006003,X1038296,X1000984,X1056572,X1029855,X1029897,X1028794,X1029834,X1011687,X1006004,X1050540,X1013802,X1100576,X1006028,X1044109,X1011624,X1028772,X1000978,X1011660,X1045291,X1013812,X1014972,X1044159,X1036136,X1006016,X1006015,X1045289,X1011728,X1028716,X1013827
